"survey_name","group","SID","scale_name","item","value"
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0043","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0044","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0045","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0046","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0047","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0048","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0049","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0051","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0052","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0053","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0054","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0055","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0056","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0057","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0058","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0059","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0060","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0062","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0063","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0065","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0066","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","other","BB-W1-0067","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0069","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0070","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","self","BB-W1-0071","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0072","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0073","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0074","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0075","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0076","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0077","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0078","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0079","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0080","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0081","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0082","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0083","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0084","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0085","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0086","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0088","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0089","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0090","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0091","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0092","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0093","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0094","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","other","BB-W1-0095","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0096","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0097","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0098","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0099","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0100","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0101","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0102","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","self","BB-W1-0103","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","self","BB-W1-0104","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0105","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0106","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0107","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0108","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0109","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0110","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0111","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0112","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","other","BB-W1-0113","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0114","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0115","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0116","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","self","BB-W1-0117","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0118","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0119","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0120","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0121","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0122","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0123","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0124","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","other","BB-W1-0125","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0127","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0128","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0129","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0130","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0131","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0132","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","other","BB-W1-0133","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0134","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","self","BB-W1-0135","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0136","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0137","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0138","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0139","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0140","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0141","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0142","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","other","BB-W1-0144","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0145","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0146","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0147","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0148","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0149","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0150","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0151","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0152","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0153","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0154","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0155","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","self","BB-W1-0156","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0157","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0158","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","self","BB-W1-0159","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0160","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0161","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","self","BB-W1-0162","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0163","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0164","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0165","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","other","BB-W1-0167","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0168","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0169","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0170","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","other","BB-W1-0171","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0172","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","self","BB-W1-0173","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0174","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0175","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0176","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0177","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0178","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0179","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0180","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0181","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0182","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0183","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0184","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0185","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0186","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0187","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0188","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0189","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0190","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0191","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","other","BB-W1-0192","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0193","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0194","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0195","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0196","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0197","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0198","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0199","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_promotion_other","BB-W1-0200","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0201","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0202","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0203","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0204","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","other","BB-W1-0205","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0206","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0207","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0208","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0209","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","control","BB-W1-0210","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0211","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0212","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","ES_promotion_self","BB-W1-0213","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0214","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","self","BB-W1-0215","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0216","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0217","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0218","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0219","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0220","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0221","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0222","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0223","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0224","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","impact_quiz","BB-W1-0226","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0227","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0228","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0229","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0230","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0231","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0232","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0233","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0234","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0235","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0236","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_collective","BB-W1-0237","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0238","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0239","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","other","BB-W1-0240","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0241","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0242","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0243","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0244","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0245","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0246","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0247","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0248","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0250","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0251","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0252","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","control","BB-W1-0253","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","self","BB-W1-0254","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0255","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0256","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0257","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0258","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","self","BB-W1-0260","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0261","climate_change_cause","climate_change_cause",2
"BB-PRIME Wave 1 Combined","other","BB-W1-0262","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0263","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0264","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0265","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0266","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0267","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_self","BB-W1-0268","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0269","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_personalized","BB-W1-0270","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","norm_quiz","BB-W1-0271","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0272","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0273","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","self","BB-W1-0274","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","norm_text","BB-W1-0275","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","impact_text","BB-W1-0276","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0277","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0279","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","other","BB-W1-0280","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","ES_prevention_other","BB-W1-0281","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","self","BB-W1-0282","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","other","BB-W1-0283","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","other","BB-W1-0284","climate_change_cause","climate_change_cause",5
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0285","climate_change_cause","climate_change_cause",3
"BB-PRIME Wave 1 Combined","control","BB-W1-0286","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","CF_general","BB-W1-0287","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","MCII_individual","BB-W1-0289","climate_change_cause","climate_change_cause",4
"BB-PRIME Wave 1 Combined","control","BB-W1-0290","climate_change_cause","climate_change_cause",4
